date,he,alberta_internal_load,pool_price,import_export,AESO_Name,Capacity,asset_id,block_number,price,from,to,size,available_mw,dispatched,dispatched_mw,flexible,Plant_Type,Plant_Fuel
2024-01-10,01,10710,54.58,NA,Genesee #1 (GN1),400,GN1,0,0,0,400,400,400,Y,400,N,COAL,COAL
2024-01-10,01,10710,54.58,NA,Genesee #2 (GN2),400,GN2,0,0,0,400,400,400,Y,400,N,COAL,COAL
2024-01-10,01,10710,54.58,NA,Genesee #3 (GN3),466,GN3,0,0,0,466,466,466,Y,466,N,COAL,COAL
2024-01-10,01,10710,54.58,NA,Bear Creek 2 (BCR2),36,BCR2,0,0,0,18,18,18,Y,18,N,COGEN,GAS
2024-01-10,01,10710,54.58,NA,Bear Creek 1 (BCRK),64,BCRK,0,0,0,62,62,62,Y,62,N,COGEN,GAS
2024-01-10,01,10710,54.58,NA,Carseland Cogen (TC01),95,TC01,0,0,0,64,64,64,Y,64,N,COGEN,GAS
2024-01-10,01,10710,54.58,NA,Redwater Cogen (TC02),92,TC02,0,0,0,84,84,84,Y,84,N,COGEN,GAS
2024-01-10,01,10710,54.58,NA,MacKay River (MKRC),207,MKRC,0,0,0,200,200,200,Y,200,N,COGEN,GAS
2024-01-10,01,10710,54.58,NA,Blackfalds (BFD1),6,BFD1,0,0,0,3,3,3,Y,3,N,COGEN,GAS
2024-01-10,01,10710,54.58,NA,Wembley (WEM1),19,WEM1,0,0,0,5,5,5,Y,5,Y,COGEN,GAS
2024-01-10,01,10710,54.58,NA,Saddle Hills (SDH1),10,SDH1,0,0,0,5,5,5,Y,5,Y,COGEN,GAS
2024-01-10,01,10710,54.58,NA,Coaldale (COD1),5,COD1,0,0,0,5,5,5,Y,5,Y,COGEN,GAS
2024-01-10,01,10710,54.58,NA,Mulligan (MUL1),5,MUL1,0,0,0,5,5,5,Y,5,Y,COGEN,GAS
2024-01-10,01,10710,54.58,NA,U of C Generator (UOC1)*,12,UOC1,0,0,0,12,12,12,Y,12,Y,COGEN,GAS
2024-01-10,01,10710,54.58,NA,Edson (TLM2),13,TLM2,0,0,0,12,12,12,Y,12,Y,COGEN,GAS
2024-01-10,01,10710,54.58,NA,Base Plant (SCR1),50,SCR1,0,0,0,37,37,37,Y,37,N,COGEN,GAS
2024-01-10,01,10710,54.58,NA,AltaGas Harmattan (HMT1),45,HMT1,0,0,0,38,38,38,Y,38,Y,COGEN,GAS
2024-01-10,01,10710,54.58,NA,Rainbow Lake #1 (RL1),47,RL1,0,0,0,44,44,44,Y,44,N,COGEN,GAS
2024-01-10,01,10710,54.58,NA,Air Liquide Scotford #1 (ALS1),96,ALS1,0,0,0,50,50,50,Y,50,N,COGEN,GAS
2024-01-10,01,10710,54.58,NA,Heartland Petrochemical (HRT1),116,HRT1,0,0,0,70,70,70,Y,70,N,COGEN,GAS
2024-01-10,01,10710,54.58,NA,Foster Creek (EC04),98,EC04,0,0,0,85,85,85,Y,85,Y,COGEN,GAS
2024-01-10,01,10710,54.58,NA,Primrose #1 (PR1),100,PR1,0,0,0,90,90,90,Y,90,N,COGEN,GAS
2024-01-10,01,10710,54.58,NA,Christina Lake (CL01),101,CL01,0,0,0,93,93,93,Y,93,Y,COGEN,GAS
2024-01-10,01,10710,54.58,NA,Joffre #1 (JOF1),474,JOF1,0,0,0,100,100,100,Y,100,N,COGEN,GAS
2024-01-10,01,10710,54.58,NA,MEG1 Christina Lake (MEG1),202,MEG1,0,0,0,116,116,116,Y,116,Y,COGEN,GAS
2024-01-10,01,10710,54.58,NA,Dow Hydrocarbon (DOWG),326,DOWG,0,0,0,130,130,130,Y,130,N,COGEN,GAS
2024-01-10,01,10710,54.58,NA,ATCO Scotford Upgrader (APS1),195,APS1,0,0,0,130,130,130,Y,130,N,COGEN,GAS
2024-01-10,01,10710,54.58,NA,Nabiye (IOR2)*,195,IOR2,0,0,0,165,165,165,Y,165,Y,COGEN,GAS
2024-01-10,01,10710,54.58,NA,Fort Hills (FH1),199,FH1,0,0,0,165,165,165,Y,165,N,COGEN,GAS
2024-01-10,01,10710,54.58,NA,Mahkeses (IOR1),180,IOR1,0,0,0,167,167,167,Y,167,N,COGEN,GAS
2024-01-10,01,10710,54.58,NA,Muskeg River (MKR1),202,MKR1,0,0,0,178,178,178,Y,178,N,COGEN,GAS
2024-01-10,01,10710,54.58,NA,Nexen Inc #2 (NX02),220,NX02,0,0,0,187,187,187,Y,187,N,COGEN,GAS
2024-01-10,01,10710,54.58,NA,Poplar Creek (SCR5),376,SCR5,0,0,0,335,335,335,Y,335,N,COGEN,GAS
2024-01-10,01,10710,54.58,NA,Syncrude #1 (SCL1)*,510,SCL1,0,0,0,475,475,475,Y,475,N,COGEN,GAS
2024-01-10,01,10710,54.58,NA,Firebag (SCR6),473,SCR6,0,0,0,480,480,480,Y,480,N,COGEN,GAS
2024-01-10,01,10710,54.58,NA,Bighorn Hydro (BIG),120,BIG,0,0,0,18,18,18,Y,18,N,HYDRO,HYDRO
2024-01-10,01,10710,54.58,NA,Bow River Hydro (BOW1),320,BOW1,0,0,0,41,41,41,Y,41,N,HYDRO,HYDRO
2024-01-10,01,10710,54.58,NA,Dickson Dam (DKSN),15,DKSN,0,0,0,5,5,5,Y,5,N,HYDRO,HYDRO
2024-01-10,01,10710,54.58,I,AB - Montana Imp Hr Avg MW,NA,AB_MON_IMP,0,0,0,25,25,25,Y,25,Y,IMPORT,IMPORT
2024-01-10,01,10710,54.58,I,AB - Saskpower Imp AB Hr Avg MW,155,AB_SK_IMP,0,0,0,90,90,90,Y,90,Y,IMPORT,IMPORT
2024-01-10,01,10710,54.58,NA,Cavalier (EC01),120,EC01,0,0,0,50,50,50,Y,50,N,NGCC,GAS
2024-01-10,01,10710,54.58,NA,Shepard (EGC1),860,EGC1,0,0,0,390,390,390,Y,390,N,NGCC,GAS
2024-01-10,01,10710,54.58,NA,Fort Nelson (FNG1),73,FNG1,0,0,0,28,28,28,Y,28,Y,NGCC,GAS
2024-01-10,01,10710,54.58,NA,ENMAX Calgary Energy Centre (CAL1),320,CAL1,0,0,0,115,115,115,Y,115,N,NGCC,GAS
2024-01-10,01,10710,54.58,NA,Nexen Inc #1 (NX01),120,NX01,0,0,0,116,116,116,Y,116,N,NGCC,GAS
2024-01-10,01,10710,54.58,NA,Medicine Hat #1 (CMH1),255,CMH1,0,0,0,130,130,130,Y,130,N,NGCC,GAS
2024-01-10,01,10710,54.58,NA,Keephills #2 (KH2),395,KH2,0,0,0,125,125,125,Y,125,Y,NGCONV,GAS
2024-01-10,01,10710,54.58,NA,Keephills #3 (KH3),463,KH3,0,0,0,135,135,135,Y,135,Y,NGCONV,GAS
2024-01-10,01,10710,54.58,NA,Battle River #4 (BR4),155,BR4,0,0,0,30,30,30,Y,30,N,NGCONV,GAS
2024-01-10,01,10710,54.58,NA,Battle River #5 (BR5),385,BR5,0,0,0,90,90,90,Y,90,N,NGCONV,GAS
2024-01-10,01,10710,54.58,NA,Sheerness #2 (SH2),390,SH2,0,0,0,120,120,120,Y,120,Y,NGCONV,GAS
2024-01-10,01,10710,54.58,NA,Sheerness #1 (SH1),400,SH1,0,0,0,120,120,120,Y,120,Y,NGCONV,GAS
2024-01-10,01,10710,54.58,NA,DAI1 Daishowa (DAI1),52,DAI1,0,0,0,7,7,7,Y,7,Y,OTHER,OTHER
2024-01-10,01,10710,54.58,NA,Grande Prairie EcoPower (GPEC),27,GPEC,0,0,0,12,12,12,Y,12,Y,OTHER,OTHER
2024-01-10,01,10710,54.58,NA,Westlock (WST1),18,WST1,0,0,0,12,12,12,Y,12,Y,OTHER,OTHER
2024-01-10,01,10710,54.58,NA,APF Athabasca (AFG1)*,131,AFG1,0,0,0,18,18,18,Y,18,N,OTHER,OTHER
2024-01-10,01,10710,54.58,NA,Cancarb Medicine Hat (CCMH),42,CCMH,0,0,0,20,20,20,Y,20,N,OTHER,OTHER
2024-01-10,01,10710,54.58,NA,Whitecourt Power (EAGL),25,EAGL,0,0,0,24,24,24,Y,24,N,OTHER,OTHER
2024-01-10,01,10710,54.58,NA,Weyerhaeuser (WEY1),48,WEY1,0,0,0,43,43,43,Y,43,Y,OTHER,OTHER
2024-01-10,01,10710,54.58,NA,Drywood (DRW1),6,DRW1,0,0,0,3,3,3,Y,3,Y,SCGT,GAS
2024-01-10,01,10710,54.58,NA,Bellshill (BHL1),5,BHL1,0,0,0,3,3,3,Y,3,N,SCGT,GAS
2024-01-10,01,10710,54.58,NA,Lethbridge Coaldale (ME04),6,ME04,0,0,0,4,4,4,Y,4,Y,SCGT,GAS
2024-01-10,01,10710,54.58,NA,Lethbridge Burdett (ME03),7,ME03,0,0,0,4,4,4,Y,4,Y,SCGT,GAS
2024-01-10,01,10710,54.58,NA,Lethbridge Taber (ME02),8,ME02,0,0,0,4,4,4,Y,4,Y,SCGT,GAS
2024-01-10,01,10710,54.58,NA,AltaGas Bantry (ALP1),7,ALP1,0,0,0,4,4,4,Y,4,Y,SCGT,GAS
2024-01-10,01,10710,54.58,NA,AltaGas Parkland (ALP2),10,ALP2,0,0,0,5,5,5,Y,5,Y,SCGT,GAS
2024-01-10,01,10710,54.58,NA,High River 1 (HRV1),10,HRV1,0,0,0,5,5,5,Y,5,Y,SCGT,GAS
2024-01-10,01,10710,54.58,NA,High River 2 (HRV2),10,HRV2,0,0,0,5,5,5,Y,5,Y,SCGT,GAS
2024-01-10,01,10710,54.58,NA,Ralston (NAT1),20,NAT1,0,0,0,5,5,5,Y,5,Y,SCGT,GAS
2024-01-10,01,10710,54.58,NA,Judy Creek (GEN6),15,GEN6,0,0,0,10,10,10,Y,10,Y,SCGT,GAS
2024-01-10,01,10710,54.58,NA,Carson Creek (GEN5),15,GEN5,0,0,0,10,10,10,Y,10,Y,SCGT,GAS
2024-01-10,01,10710,54.58,NA,South Edmonton Terminal (SET1),20,SET1,0,0,0,13,13,13,Y,13,Y,SCGT,GAS
2024-01-10,01,10710,54.58,NA,West Cadotte (WCD1),20,WCD1,0,0,0,16,16,16,Y,16,Y,SCGT,GAS
2024-01-10,01,10710,54.58,NA,Northern Prairie Power Project (NPP1),105,NPP1,0,0,0,45,45,45,Y,45,N,SCGT,GAS
2024-01-10,01,10710,54.58,NA,H.R. Milner (HRM),300,HRM,0,0,0,285,285,285,Y,285,N,SCGT,COAL
2024-01-10,01,10710,54.58,NA,Barlow Solar (BLS1),27,BLS1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,BRD1 Burdett (BRD1),11,BRD1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,Brooks Solar 1 (BRK1),13,BRK1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,Brooks Solar 2 (BRK2),14,BRK2,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,Brooks Solar (BSC1),15,BSC1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,BUR1 Burdett (BUR1),20,BUR1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,Chappice Lake (CHP1),14,CHP1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,Claresholm 2 (CLR2),58,CLR1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,Claresholm 1 (CLR1),75,CLR2,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,Clydesdale 1 (CLY1),41,CLY1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,Clydesdale 2 (CLY2),34,CLY2,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,Coaldale (COL1),23,COL1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,Conrad 1 (CRD1),23,CRD1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,Conrad 2 (CRD2),18,CRD2,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,Deerfoot (DFT1),37,DFT1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,Empress Solar Park (EMP1),39,EMP1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,Fox Coulee Solar (FCS1),75,FCS1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,Hull (HUL1),25,HUL1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,Hays (HYS1),23,HYS1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,Innisfail (INF1),22,INF1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,Jenner (JER1),23,JER1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,Joffre Solar 1 (JFS1),25,JFS1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,Joffre Solar 2 (JFS2),22,JFS2,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,kisikaw-pisim 2 (KKP1),7,KKP1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,kisikaw-pisim 2 (KKP1),7,KKP2,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,Michichi Creek (MCH1 ),14,MCH1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,Michichi Solar (MIC1),25,MIC1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,Monarch (MON1),24,MON1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,East Strathmore Namaka (NMK1),20,NMK1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,Saddlebrook Solar (SDL1),81,SDL1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,Spring Coulee (SGC1),30,SGC1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,Sollair Solar Energy Plant (SLR1),75,SLR1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,Strathmore 1 (STR1),58,STR1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,Strathmore 2 (STR2),75,STR2,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,Stavely (STV1),17,STV1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,Suffield (SUF1),23,SUF1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,Kneehill Solar (TRH1),25,TRH1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,Travers (TVS1),400,TVS1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,Vulcan (VCN1),22,VCN1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,Vauxhall (VXH1),22,VXH1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,Wheatcrest (WCR1),50,WCR1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,Westfield Yellow Lake (WEF1),19,WEF1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,Youngstown Solar (YNG1),6,YNG1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-10,01,10710,54.58,NA,eReserve6 (ERV6),20,ERV6,0,0,0,4,4,0,N,0,Y,STORAGE,STORAGE
2024-01-10,01,10710,54.58,NA,eReserve5 Hughenden (ERV5),20,ERV5,0,0,0,4,4,0,N,0,Y,STORAGE,STORAGE
2024-01-10,01,10710,54.58,NA,eReserve4 (ERV4),20,ERV4,0,0,0,4,4,0,N,0,Y,STORAGE,STORAGE
2024-01-10,01,10710,54.58,NA,eReserve3 Mercer Hill (ERV3),20,ERV3,0,0,0,4,4,0,N,0,Y,STORAGE,STORAGE
2024-01-10,01,10710,54.58,NA,eReserve1 Rycroft (ERV1),20,ERV1,0,0,0,4,4,0,N,0,Y,STORAGE,STORAGE
2024-01-10,01,10710,54.58,NA,eReserve2 Buffalo Creek (ERV2),20,ERV2,0,0,0,4,4,1,Y,1,Y,STORAGE,STORAGE
2024-01-10,01,10710,54.58,NA,eReserve7 (ERV4),20,ERV7,0,0,0,5,5,5,Y,5,Y,STORAGE,STORAGE
2024-01-10,01,10710,54.58,NA,eReserve8 (ERV6),20,ERV8,0,0,0,5,5,5,Y,5,Y,STORAGE,STORAGE
2024-01-10,01,10710,54.58,NA,Suncor Chin Chute (SCR3)*,30,SCR3,1,0,0,8.3205,8.3205,8.3205,Y,8.3205,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,McBride Lake Windfarm (AKE1)*,73.3,AKE1,1,0,0,17.896,17.896,17.896,Y,17.896,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Ardenville Wind (ARD1)*,68.2,ARD1,1,0,0,18.959,18.959,18.959,Y,18.959,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Buffalo Atlee 1 (BFL1),18,BFL1,1,0,0,0.9091,0.9091,0.9091,Y,0.9091,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Buffalo Atlee 2 (BFL2),16,BFL2,1,0,0,2.942,2.942,2.942,Y,2.942,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Buffalo Atlee 3 (BFL3),18,BFL3,1,0,0,1.8859,1.8859,1.8859,Y,1.8859,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Buffalo Atlee 4 (BFL4),10,BFL4,1,0,0,0.9458,0.9458,0.9458,Y,0.9458,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Blackspring Ridge (BSR1)*,300,BSR1,1,0,0,185.088,185.088,185.088,Y,185.088,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Blue Trail Wind (BTR1)*,66,BTR1,1,0,0,13.504,13.504,13.504,Y,13.504,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,BUL1 Bull Creek (BUL1)*,13.65,BUL1,1,0,0,12.032,12.032,12.032,Y,12.032,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,BUL2 Bull Creek (BUL2)*,16,BUL2,1,0,0,11.088,11.088,11.088,Y,11.088,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Castle River #1 (CR1)*,39,CR1,1,0,0,12.8401,12.8401,12.8401,Y,12.8401,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Cowley Ridge (CRE3)*,20,CRE3,1,0,0,1.488,1.488,1.488,Y,1.488,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Castle Rock Wind Farm (CRR1)*,77,CRR1,1,0,0,2.9785,2.9785,2.9785,Y,2.9785,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Castle Rock Ridge 2 (CRR2),29,CRR2,1,0,0,8.4057,8.4057,8.4057,Y,8.4057,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Cypress 1 (CYP1),196,CYP1,1,0,0,24.47,24.47,24.47,Y,24.47,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Cypress 2 (CYP2),46,CYP2,1,0,0,5.552,5.552,5.552,Y,5.552,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Forty Mile Granlea (FMG1),200,FMG1,1,0,0,88.128,88.128,88.128,Y,88.128,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Garden Plain (GDP1),130,GDP1,1,0,0,68.4303,68.4303,68.4303,Y,68.4303,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Grizzly Bear Creek (GRZ1),152,GRZ1,1,0,0,75.1186,75.1186,75.1186,Y,75.1186,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Soderglen Wind (GWW1)*,71,GWW1,1,0,0,26.224,26.224,26.224,Y,26.224,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Halkirk Wind Power Facility (HAL1)*,150,HAL1,1,0,0,66.432,66.432,66.432,Y,66.432,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Hand Hills (HHW1),145,HHW1,1,0,0,68.384,68.384,68.384,Y,68.384,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Hilda Wind (HLD1),100,HLD1,1,0,0,37.1017,37.1017,37.1017,Y,37.1017,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Summerview 1 (IEW1)*,66,IEW1,1,0,0,8.407,8.407,8.407,Y,8.407,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Summerview 2 (IEW2)*,66,IEW2,1,0,0,7.6003,7.6003,7.6003,Y,7.6003,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Jenner 1 (JNR1),122,JNR1,1,0,0,44.1598,44.1598,44.1598,Y,44.1598,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Jenner 2 (JNR2),71,JNR2,1,0,0,21.2238,21.2238,21.2238,Y,21.2238,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Jenner 3 (JNR3),109,JNR3,1,0,0,33.88,33.88,33.88,Y,33.88,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Kettles Hill (KHW1)*,63,KHW1,1,0,0,0.6011,0.6011,0.6011,Y,0.6011,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Lanfine Wind (LAN1),151,LAN1,1,0,0,114.592,114.592,114.592,Y,114.592,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Ghost Pine (NEP1)*,82,NEP1,1,0,0,39.04,39.04,39.04,Y,39.04,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Oldman 2 Wind Farm 1 (OWF1)*,46,OWF1,1,0,0,2.916,2.916,2.916,Y,2.916,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Paintearth Wind Project (PAW1),198,PAW1,1,0,0,69.13,69.13,69.13,Y,69.13,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Riverview (RIV1),105,RIV1,1,0,0,10.296,10.296,10.296,Y,10.296,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Rattlesnake Ridge Wind (RTL1),130,RTL1,1,0,0,35.904,35.904,35.904,Y,35.904,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Suncor Magrath (SCR2)*,30.2,SCR2,1,0,0,5.1571,5.1571,5.1571,Y,5.1571,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Wintering Hills (SCR4)*,88,SCR4,1,0,0,60.214,60.214,60.214,Y,60.214,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Sharp Hill (SHH1),297,SHH1,1,0,0,155.656,155.656,155.656,Y,155.656,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Stirling Wind (SWP1),113,SWP1,1,0,0,33.504,33.504,33.504,Y,33.504,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Enmax Taber (TAB1)*,81,TAB1,1,0,0,16.2375,16.2375,16.2375,Y,16.2375,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Wheatland Wind (WHE1),120,WHE1,1,0,0,101.5595,101.5595,101.5595,Y,101.5595,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Whitla (WHT1),202,WHT1,1,0,0,112.948,112.948,112.948,Y,112.948,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Whitla 2 (WHT2),151,WHT2,1,0,0,82.592,82.592,82.592,Y,82.592,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Windrise (WRW1),207,WRW1,1,0,0,59.808,59.808,59.808,Y,59.808,N,WIND,WIND
2024-01-10,01,10710,54.58,NA,Muskeg River (MKR1),202,MKR1,1,18.26,178,192,14,14,Y,14,Y,COGEN,GAS
2024-01-10,01,10710,54.58,NA,Carseland Cogen (TC01),95,TC01,1,18.35,64,75,11,11,Y,11,Y,COGEN,GAS
2024-01-10,01,10710,54.58,NA,Shepard (EGC1),860,EGC1,1,20.52,390,440,50,50,Y,50,Y,NGCC,GAS
2024-01-10,01,10710,54.58,NA,Shepard (EGC1),860,EGC1,2,20.6,440,490,50,50,Y,50,Y,NGCC,GAS
2024-01-10,01,10710,54.58,NA,ENMAX Calgary Energy Centre (CAL1),320,CAL1,1,22.12,115,155,40,40,Y,40,Y,NGCC,GAS
2024-01-10,01,10710,54.58,NA,Shepard (EGC1),860,EGC1,3,22.41,490,601,111,111,Y,111,Y,NGCC,GAS
2024-01-10,01,10710,54.58,NA,ATCO Scotford Upgrader (APS1),195,APS1,1,22.63,130,163,33,33,Y,33,Y,COGEN,GAS
2024-01-10,01,10710,54.58,NA,ENMAX Calgary Energy Centre (CAL1),320,CAL1,2,23.12,155,200,45,45,Y,45,Y,NGCC,GAS
2024-01-10,01,10710,54.58,NA,Cavalier (EC01),120,EC01,1,23.83,50,82,32,32,Y,32,Y,NGCC,GAS
2024-01-10,01,10710,54.58,NA,ENMAX Calgary Energy Centre (CAL1),320,CAL1,3,24.12,200,290,90,90,Y,90,Y,NGCC,GAS
2024-01-10,01,10710,54.58,NA,Cavalier (EC01),120,EC01,2,24.83,82,112,30,10,Y,10,Y,NGCC,GAS
2024-01-10,01,10710,54.58,NA,Shepard (EGC1),860,EGC1,4,26.26,601,681,80,80,Y,80,Y,NGCC,GAS
2024-01-10,01,10710,54.58,NA,Fort Hills (FH1),199,FH1,1,26.74,165,199,34,34,Y,34,Y,COGEN,GAS
2024-01-10,01,10710,54.58,NA,Shepard (EGC1),860,EGC1,5,27.2,681,746,65,65,Y,65,Y,NGCC,GAS
2024-01-10,01,10710,54.58,NA,Air Liquide Scotford #1 (ALS1),96,ALS1,1,28.5,50,88,38,37,Y,37,Y,COGEN,GAS
2024-01-10,01,10710,54.58,NA,Medicine Hat #1 (CMH1),255,CMH1,1,28.5,130,134,4,4,Y,4,N,NGCC,GAS
2024-01-10,01,10710,54.58,NA,Dow Hydrocarbon (DOWG),326,DOWG,1,28.66,130,161,31,31,Y,31,Y,COGEN,GAS
2024-01-10,01,10710,54.58,NA,Joffre #1 (JOF1),474,JOF1,1,28.74,100,150,50,50,Y,50,N,COGEN,GAS
2024-01-10,01,10710,54.58,NA,Heartland Petrochemical (HRT1),116,HRT1,2,29.21,70,95,25,25,Y,25,N,COGEN,GAS
2024-01-10,01,10710,54.58,NA,Shepard (EGC1),860,EGC1,6,30.31,746,820,74,74,Y,74,Y,NGCC,GAS
2024-01-10,01,10710,54.58,NA,Keephills #3 (KH3),463,KH3,1,31.77,135,180,45,45,Y,45,N,NGCONV,GAS
2024-01-10,01,10710,54.58,NA,Northern Prairie Power Project (NPP1),105,NPP1,1,32,45,46,1,1,Y,1,N,SCGT,GAS
2024-01-10,01,10710,54.58,NA,Dow Hydrocarbon (DOWG),326,DOWG,2,32.23,161,199,38,38,Y,38,Y,COGEN,GAS
